Okidogi ex,3,Pokemon,SFA,36
Pecharunt ex,2,Pokemon,SFA,39
Squawkabilly ex,1,Pokemon,PAF,223
Fezandipiti ex,1,Pokemon,SFA,38
Morpeko,1,Pokemon,PAR,121
Radiant Greninja,1,Pokemon,ASR,46
Munkidori,1,Pokemon,TWM,95
Janine's Secret Art,3,Supporter,,
Arven,3,Supporter,,
Professor's Research,3,Supporter,,
Boss's Orders,2,Supporter,,
Energy Switch,1,Item,,
Coutner Catcher,1,Item,,
Night Stretcher,3,Item,,
Ultra Ball,2,Item,,
Trekking Shoes,3,Item,,
Nest Ball,4,Item,,
Earthen Vessel,3,Item,,
Hisuian Heavy Ball,1,Item,,
Super Rod,1,Item,,
Secret Box - ACESPEC,1,Item,,
Dark Patch,4,Item,,
Binding Mochi,3,Tool,,
Gravity Mountain,3,Stadium,,
Basic Darkness Energy,9,Energy,,
